lat,lon,altitude,speed,distance_to_restricted,label
28.615362609256447,77.20744758197442,116,23.513316020042613,222.0964957895234,Suspicious
28.616417453560466,77.20714830100368,67,24.222540002544328,332.6254326205381,Suspicious
28.615447266147076,77.2059789033206,57,8.240938225106234,341.61585993079007,Suspicious
28.614948930228685,77.20491381822814,86,15.222597002674188,416.18755488478627,Suspicious
28.616120936113056,77.20447089549323,52,8.694034398854631,506.73462299962245,Suspicious
28.615264642984435,77.2051614059084,107,24.094672787792252,404.7283994357552,Suspicious
28.615645591095518,77.20461756939106,73,20.578717874911273,470.2337137642447,Suspicious
28.616042570593574,77.20345055729899,119,11.916890915002444,592.3983278723788,Suspicious
28.616712405918996,77.20372715349025,98,8.80377399378174,602.554567091215,Suspicious
28.616106232939643,77.2043818788901,78,7.586123740654413,513.5837959616407,Suspicious
28.61580781951191,77.2047104795474,53,5.159372010685923,469.78011442385827,Suspicious
28.616159078087286,77.20575068072124,86,15.202437701076326,404.5589850584882,Suspicious
28.616696069511278,77.2047933526127,63,9.503605183341914,515.052883657428,Suspicious
28.616236174490506,77.20569093409904,100,20.49017001437117,414.44815382719884,Suspicious
28.616943516136136,77.20630729792774,119,22.707259591436387,427.9327002131253,Suspicious
28.61699335498916,77.2053331354305,119,7.424048786222239,496.1215749218824,Suspicious
28.618145560263567,77.20443860384675,81,21.243460048544264,648.380894647818,Suspicious
28.617812313520908,77.20429255412985,112,7.730411749726578,632.41822001133,Suspicious
28.617622774041497,77.2035737020695,93,10.687758394509284,672.1979210174097,Suspicious
28.61872902756398,77.20251564317222,109,6.231162198218961,829.8077225723703,Suspicious
28.61854612408735,77.20166189403191,98,13.757549630764,883.2669267726436,Suspicious
28.6188329280132,77.20048281976136,111,7.847717668266638,996.3445476998077,Suspicious
28.619000432390862,77.19948151708297,63,6.927344196451301,1089.0662053597493,Suspicious
28.618854270425498,77.19931140007985,60,12.721717210658037,1095.1097081196758,Suspicious
28.6195614033205,77.19851730088487,116,10.152464909057109,1201.9413473501963,Suspicious
28.620295493896755,77.1977903441639,54,21.790439655666933,1305.446769975759,Suspicious
28.621217734671266,77.19869085373543,66,22.917570449607233,1293.9072300459688,Suspicious
28.608990198238605,77.21192765098105,95,7.042122948301239,614.8844739214037,Normal
28.60937452951632,77.21162998934923,105,5.105591140427275,563.6641172350247,Normal
28.60934370163063,77.21198693533528,99,6.045299385939506,583.3810619006568,Normal
28.609064587525655,77.21182280651607,111,21.452531801416434,602.8362302762342,Normal
28.609528174189133,77.21229343755509,78,23.59715549327895,581.8205682072813,Normal
28.609296976498037,77.21187895813357,56,21.44061178384035,582.6937506993386,Normal
28.60924708997245,77.2113989043288,79,5.009464173070968,566.541472678622,Normal
28.60952825073809,77.21155766277444,59,17.393280922421596,545.2785948597069,Normal
28.60924482408427,77.21130251279978,82,18.3102720858874,562.933085424141,Normal
28.609462303992544,77.21124571447615,63,7.4608359336591334,538.639467581203,Normal
28.609016026156947,77.2116446516762,67,15.750614310780112,599.9101304963136,Normal
28.609026852189693,77.21179039691118,66,8.137525308873482,605.1210296288256,Normal
28.608791350331565,77.21130520139694,64,12.172514588764066,609.4240799142166,Normal
28.60872066456691,77.21116974358631,97,19.003639418930156,611.9903561153637,Normal
28.609220336720664,77.21110237764687,56,10.487398329913564,557.9149995117191,Normal
28.60878572209842,77.21097105093187,58,16.095780128644464,598.6959251203685,Normal
28.60913155317117,77.21108789066928,55,23.56854676173143,566.5616462670606,Normal
28.609035712252787,77.21060715793325,110,13.471441982318533,561.5526504791815,Normal
28.608752942626758,77.21034364917926,85,14.264462747846483,585.3856932192541,Normal
28.608846230480946,77.21050726918521,119,21.664633477386886,579.1799182506975,Normal
28.60873671420341,77.21037280328457,84,13.912145600641432,587.7832500818312,Normal
28.60856075789649,77.21016676430361,95,6.746348791739544,602.6469369265922,Normal
28.608997226875832,77.21002079947924,79,20.120490785410947,552.4667103719195,Normal
28.60942753178943,77.20995117990338,73,19.685063247096295,504.33464393294645,Normal
28.609466240182872,77.20959634723195,62,11.48342192917692,494.83996955243873,Normal
28.6096944524614,77.2095470755085,63,12.592385851647768,469.15914628986036,Normal
28.610013416772553,77.20961758889224,64,13.972913177313464,434.96179552263953,Normal
28.610198865155194,77.20942639169355,83,9.19153305779304,412.3087997708889,Normal
28.609993951047045,77.20908933611136,80,19.517864969994683,432.99318112384975,Normal
28.610374209379835,77.20941360542328,62,13.60083951819247,392.8493447999578,Normal
28.608519487872027,77.21146118373163,113,23.612545431643007,643.0676103828961,Suspicious
28.60913044542691,77.21161488393047,51,18.566866754587664,587.2198908856459,Suspicious
28.609424655265265,77.2114272220758,72,10.476610885717502,549.8791423185237,Suspicious
28.610277129325425,77.21156560440284,69,23.030674627948414,473.4746640755103,Suspicious
28.610748443629237,77.21232178629863,96,11.066432891177536,477.01319925800766,Suspicious
28.61106421008248,77.21232307165013,119,7.969098185970537,452.106628569793,Suspicious
28.611336730383098,77.21300877492135,104,11.54202292538635,484.16341392161524,Suspicious
28.611309485861444,77.21313597684119,86,7.494498738260489,496.03265939857073,Suspicious
28.610232839291776,77.21313788395909,120,19.21445969416119,573.5471442367262,Suspicious
28.60955522907599,77.2122146739516,68,9.532932430643264,575.0786159904922,Suspicious
28.610509313828786,77.21309100817149,66,13.977665705894696,548.9062513655862,Suspicious
28.610349075856774,77.21195343195502,82,21.516269936678178,488.17170342422844,Suspicious
28.61116225419449,77.21222084203431,101,5.042288438871225,437.3664775406076,Suspicious
28.6103434056434,77.21126444698577,73,21.425804934388243,452.1286844829575,Suspicious
28.610821179711643,77.21194240292586,60,14.019918444242057,446.3674496698057,Suspicious
28.61075333387342,77.2110914756782,116,7.449884491754524,404.3033100396005,Suspicious
28.61133115782937,77.2113327186112,80,9.077821324075801,364.83382709482385,Suspicious
28.611902310182096,77.21216569073452,80,22.49809378313269,380.62267139052744,Suspicious
28.61132145537223,77.21133616919491,109,11.668984240994607,365.88422809297884,Suspicious
28.61132350829169,77.21074147991982,89,10.539774377521399,332.48635263100056,Suspicious
28.61051631786141,77.2107391654171,75,24.080784627879062,411.78214011109424,Suspicious
28.611289661633357,77.21152827757697,110,9.271684885578129,380.57330181187035,Suspicious
28.610467020549066,77.21112104817728,67,6.494024771385607,433.35011585895296,Suspicious
28.61018142030891,77.21001787238343,80,17.100574818597217,423.9803272782303,Suspicious
28.60966947097546,77.21055023052173,110,19.564784917823104,492.77066057403533,Suspicious
28.608557552370172,77.2110964097477,96,19.326130205089655,626.5943772814319,Suspicious
28.608508291686153,77.21179725015104,106,22.35511564556079,657.206717915782,Suspicious
28.608076058314033,77.21239532222195,69,18.747256833601284,725.8735475151665,Suspicious
28.607791105348188,77.21199604624569,53,14.096891257658154,737.7326951167294,Suspicious
28.60803671380503,77.21271788539997,65,13.312690013850082,744.6391033862039,Suspicious
28.617875075282836,77.20574630077456,92,10.234494343584387,543.4533199026761,Normal
28.617400112090355,77.20536607653963,120,19.343501767957036,526.0975830413429,Normal
28.617135270316382,77.20565474410654,83,6.8613384054799775,485.3856961608548,Normal
28.616953333927583,77.20563969306595,62,12.930877466437668,471.71098386244336,Normal
28.61658718814007,77.20590972741363,51,14.885881843848122,424.30422891996864,Normal
28.616523639245628,77.2059585550097,82,10.950189951364841,415.9628058980799,Normal
28.616900044166904,77.20552802988611,110,8.163823282271103,475.2322857237306,Normal
28.616577982500957,77.2054886351359,109,5.060434316659299,453.8891690229129,Normal
28.616587314921368,77.20589857004492,62,13.704351078266226,425.0919711252284,Normal
28.61639027304091,77.20616755579815,64,15.187951494591214,391.03206881915406,Normal
28.616879492272798,77.20590688421797,87,17.899844200213884,447.8255687784419,Normal
28.61672684052371,77.20558871383821,93,16.7463381787572,457.66168677702433,Normal
28.616409256363724,77.20587381195921,63,22.212281616925033,413.2946536402588,Normal
28.616503653670975,77.2057000920008,63,10.978578957937462,432.9178831302778,Normal
28.61698200069539,77.20568950273449,77,20.527085161006134,470.63111446807704,Normal
28.617422530458885,77.20522312384706,78,19.621572993409604,537.4428335787783,Normal
28.617358231772297,77.20564916931728,54,12.026000320657769,504.2691664588633,Normal
28.616928064402284,77.20514924368493,50,18.46011701348531,504.429847211934,Normal
28.61667990680568,77.20556961962274,117,22.299038425060054,455.4903508762418,Normal
28.61650348438542,77.20594110815209,90,16.924178534706062,415.63080877070524,Normal
28.616589996554076,77.20619681365825,92,8.075487800886798,405.0152232158316,Normal
28.61614711287214,77.20633268474757,102,19.836133001194867,360.65307913489795,Normal
28.616485089548622,77.2066092757607,114,24.07309419619328,369.7976668632095,Normal
28.616597901465553,77.20623063809298,52,9.94083037035666,403.43240600631356,Normal
28.61704447472137,77.20634661366982,58,20.1120155078836,434.4993936762554,Normal
28.616775069702758,77.20630499531063,85,21.711501403907288,413.5205857234093,Normal
28.616580978594843,77.2066373100632,62,9.815111007172382,376.4016708944812,Normal
28.61610636420951,77.20644615141683,103,5.470542887094066,349.5359526844015,Normal
28.615674774196446,77.20672238354388,62,5.141049977690804,297.1627476889142,Normal
28.615387845266504,77.20719944825366,89,21.12290363296093,241.24451876497008,Normal
28.617036658028255,77.20435282479188,90,12.572519684920122,572.1912042698248,Suspicious
28.617127145370226,77.20496895291407,82,18.324441731729806,532.2935228717223,Suspicious
28.61647366796917,77.20426312408252,104,21.195021199240035,544.027678993002,Suspicious
28.61709637001906,77.20354470680493,50,19.809597620777442,640.4143709378459,Suspicious
28.61665604707327,77.20294415472448,59,18.452960755715303,666.3756368521425,Suspicious
28.61706254043146,77.20195459918091,97,8.921624168377104,773.0475691710612,Suspicious
28.617338385734833,77.20187468649246,96,16.63254531365202,794.2277491676011,Suspicious
28.617599515133005,77.20239140945262,94,18.65472245977296,765.3870230554741,Suspicious
28.61663111022191,77.20130719671138,87,14.949236464953719,810.9444304320343,Suspicious
28.617544837344486,77.20097193158698,51,22.63303025265683,882.9474675600418,Suspicious
28.617619302400705,77.20023967108138,116,21.773042862424973,950.7416373168562,Suspicious
28.617827797721997,77.20019705741575,69,8.74886530727811,964.7023021317682,Suspicious
28.618232668587268,77.19965163223944,57,9.271528485854873,1032.6738269769737,Suspicious
28.619378962854146,77.19948249063106,113,7.400518525205275,1111.3389833877072,Suspicious
28.61928831962945,77.19855375345259,50,18.95726019270776,1183.3446891569379,Suspicious
28.620292109866554,77.19901765317424,99,6.047866428656197,1206.1955671277353,Suspicious
28.62146748592383,77.1992300977511,117,9.14464208126057,1271.3394933190662,Suspicious
28.621172253398182,77.19924895137649,67,11.435438429007647,1248.5879986861823,Suspicious
28.621199807723784,77.19881869923509,53,7.537004035475212,1282.935499954897,Suspicious
28.6207651836991,77.1993813388034,80,17.15899722878678,1209.8602295066582,Suspicious
28.621500613759103,77.1996230288192,106,19.178933677592035,1245.1998940108742,Suspicious
28.620362052729686,77.1996958024054,85,15.2733878426424,1157.9555719927764,Suspicious
28.620690660892013,77.19916083322859,120,10.956277215195954,1221.5960941331557,Suspicious
28.621491419278996,77.20029798988503,114,22.3406727212275,1196.7047980243324,Suspicious
28.622375796724754,77.1994487387658,60,5.1499919150223405,1324.7221796957926,Suspicious
28.621695778667128,77.19887599764935,87,8.387058616233485,1314.0606708559094,Suspicious
28.622445299392844,77.19896383707567,107,10.12024995671878,1363.9121838582114,Suspicious
28.623374885055394,77.19860720409626,68,5.397049904586007,1461.3984247473863,Suspicious
28.624011196120556,77.19813301156535,61,13.451688459819216,1544.4015913666192,Suspicious
28.624829914637274,77.19903270503916,63,13.866434459182951,1554.831839451701,Suspicious
28.604597604397753,77.20612528455638,108,19.737365499955786,1068.627737281497,Normal
28.605044899690995,77.20617583872958,112,19.18788638913348,1019.5334131604221,Normal
28.604997368073303,77.20592261067307,92,18.807651659716498,1031.557539399505,Normal
28.605418963537232,77.20606317774477,61,8.691682001733936,982.8542330434155,Normal
28.605197654337296,77.20574956464777,107,18.404264040797493,1015.5166983064146,Normal
28.60487181269133,77.20583601070598,75,23.852144936454653,1047.3463438454016,Normal
28.60456194098035,77.20564965412392,104,6.563521936302392,1085.5655377724092,Normal
28.60422564942764,77.20515239639899,98,9.989671198484293,1136.3207409856511,Normal
28.60461132574073,77.20497939219123,79,12.603243154180825,1102.003316414322,Normal
28.604887108134175,77.2050863031526,54,6.723254807088546,1069.7199861174443,Normal
28.60513369685781,77.20552417481383,80,16.802388204926046,1029.3196818765778,Normal
28.60513159500622,77.20523204177383,117,21.553272104293292,1039.323584066392,Normal
28.604981723240645,77.20565020737143,64,8.30859323488471,1041.2888924165297,Normal
28.60499407492853,77.20518202746348,78,15.235528913184005,1055.309406174756,Normal
28.60472327382262,77.20531848815465,86,8.862126697366623,1078.9055861391362,Normal
28.604476722811977,77.20518752314915,51,17.451224308720697,1108.942829674718,Normal
28.604650949468652,77.20546972000638,67,10.773891415090425,1081.6532173524201,Normal
28.604920392244427,77.2054808198996,63,18.264771843037106,1053.0409740495886,Normal
28.605372328329203,77.2056902816881,62,9.07652241953759,999.0126387086327,Normal
28.604999935596812,77.205830421812,74,19.23113723861981,1033.952723591806,Normal
28.60470253713916,77.20608025502584,86,12.646027131249609,1058.5917386405388,Normal
28.604679416748688,77.20642853064865,101,10.140488767784435,1052.4037065336602,Normal
28.604738949984476,77.20611080816967,108,11.36328910651197,1053.9011600026363,Normal
28.60428229274184,77.20625516286134,111,5.608652876707351,1099.2096672447217,Normal
28.604469577106354,77.20596395442436,88,5.514189224161756,1086.5291501694435,Normal
28.604497589409934,77.20621490639819,75,21.602194851754476,1077.0757261506626,Normal
28.604139556406537,77.20655256062292,56,5.5363981812314345,1107.9106332621334,Normal
28.604438001428168,77.20642523254062,71,22.912272847523067,1078.4786558615215,Normal
28.604890332611895,77.20662748574384,106,6.81033445558469,1025.14161647595,Normal
28.605154058357737,77.20615730955379,110,8.377564656384946,1008.3913033201528,Normal
28.604947434550333,77.20656888467963,63,5.668546155355257,1020.2986825328866,Suspicious
28.60478881964736,77.20639702127752,64,18.853876967724382,1041.3830509454478,Suspicious
28.60403505802438,77.20603579034656,56,17.414465029937617,1131.1088414883748,Suspicious
28.60472016550437,77.2060694529353,91,23.10285713089092,1056.99653795565,Suspicious
28.604115333565993,77.20500820296155,54,8.916810844259864,1152.5645994082684,Suspicious
28.604951191284513,77.20574112771925,118,19.826209038919067,1041.7464920791492,Suspicious
28.60606735036641,77.2054398511719,75,21.037953223219894,935.3144120551509,Suspicious
28.60660855967424,77.20579166770302,101,22.18940405406969,866.8874474625098,Suspicious
28.606149637180607,77.20665279935888,74,23.758555426822035,889.1142791342528,Suspicious
28.60605839967406,77.20578205392968,76,12.784937234241545,924.3104161537698,Suspicious
28.606939258522534,77.20553819943903,78,9.761660130527044,842.4799745548607,Suspicious
28.60702126096425,77.20519979625907,74,10.196666758536793,848.1385738537857,Suspicious
28.60813247202949,77.20483450739555,64,14.518606047392826,757.99671400354,Suspicious
28.608607874859512,77.2045352948803,50,9.669304800747282,731.2151728476662,Suspicious
28.609529417576354,77.2055339993637,80,13.650476286872241,591.2178533758832,Suspicious
28.608840545417216,77.20574138591982,74,14.364233129875503,644.9746877613625,Suspicious
28.608771879497702,77.20678350653044,53,22.20615314886058,608.2839221340387,Suspicious
28.609713138836003,77.20564829719021,95,9.138981666436745,568.1315650268797,Suspicious
28.610844868283497,77.20465951643439,66,8.789212872646047,543.0002757306647,Suspicious
28.609730096938122,77.2035707906301,70,13.511735955843967,703.9325278941433,Suspicious
28.61035367590346,77.2041744182359,68,18.683967725996627,614.1735768448175,Suspicious
28.6104005830081,77.20393412550114,85,22.31241203300973,629.1930509397977,Suspicious
28.611117704798787,77.2051235717908,86,7.813983143870549,488.68613317481237,Suspicious
28.612001585506857,77.20479827413149,105,22.683037197164072,461.65957764308615,Suspicious
28.612526098166263,77.20527441436224,106,6.775334610363162,394.8975656418413,Suspicious
28.612138364396746,77.20446710534466,110,9.069725964278824,484.4043153376433,Suspicious
28.611944426202058,77.20441953916098,60,18.36181696114533,497.64359858915844,Suspicious
28.611495235048377,77.20337460333106,59,22.871202818107584,611.3197417481285,Suspicious
28.61236515405645,77.2037522543782,115,8.92367146017887,540.6828551084149,Suspicious
28.61317058984823,77.20288140886431,87,21.518395841052858,603.8287721366398,Suspicious
28.610590510427166,77.2139250199834,100,16.15399864323325,605.42429314897,Normal
28.6101804912067,77.21380909650696,99,5.325635150118115,625.4171544373529,Normal
28.610180123435523,77.21350139962361,106,17.29015651232535,603.1405137837514,Normal
28.609808222517934,77.21388228096275,97,9.05811501198884,658.5207457388703,Normal
28.610283578233506,77.2142101000747,75,19.291159851384514,648.2952626001858,Normal
28.610513877031558,77.21391745421703,75,10.10105051051561,610.0238202836703,Normal
28.610639629434726,77.21347324339274,76,8.082243029851172,567.4177282559363,Normal
28.610240818459715,77.2130078197066,89,18.72357351664522,564.007580889246,Normal
28.610013575671044,77.21339470803302,88,21.085155952895104,608.4905513137937,Normal
28.61048064558705,77.21328501180626,112,12.328892358481433,565.0123510261136,Normal
28.610926173388478,77.21313580875335,74,19.686689906568333,521.7606739198112,Normal
28.61079116349196,77.21358244694751,58,22.212952191316592,565.301992623785,Normal
28.61095402308803,77.21344372042962,84,20.676599454982856,543.5779377885543,Normal
28.611180962142942,77.21345429148919,88,9.04768044855593,529.7026236310143,Normal
28.610928480645654,77.21374454973335,97,10.811611318957318,569.0095435605776,Normal
28.610653132891468,77.21424310972245,109,7.2753280641946,626.4437511314217,Normal
28.611034286515835,77.21390463104429,62,6.577663391995127,575.2910604560838,Normal
28.61097426268802,77.21388674878332,74,17.638172078121762,577.5423226412631,Normal
28.611308393154015,77.21407912147158,53,12.908206040194486,573.8010110672794,Normal
28.61086020477297,77.21360423391684,106,13.213689688960105,562.3755931426847,Normal
28.61128618425368,77.21355371053704,114,15.559843256994236,531.2797188674158,Normal
28.61160314765081,77.21374647377957,101,7.813500725568732,529.4203915261958,Normal
28.61207197742928,77.2141099803626,54,9.482363644980579,539.2592321977542,Normal
28.611981433732428,77.21429948770782,108,8.16868054826297,560.210411705028,Normal
28.612476518005778,77.21450375282902,53,16.435330886577642,560.9077716788445,Normal
28.612593372506417,77.21488764933726,71,14.853428135728318,593.739202769074,Normal
28.612667641530226,77.21509660665208,114,23.70965090238714,611.6876153388517,Normal
28.612494825604482,77.21499089446566,74,11.085452322698178,606.2501966114792,Normal
28.612925690311137,77.21467389625963,52,12.05619832938434,565.3116270455472,Normal
28.613039782873013,77.21504443240198,65,10.454612146627406,598.7791164222326,Normal
28.611370486825034,77.21457276915575,70,9.673645501102078,612.891611987258,Suspicious
28.610631406176232,77.21424379714918,81,10.75818319110114,627.8850039910878,Suspicious
28.611526731694205,77.21533680444674,59,7.115441142987571,673.2457635607961,Suspicious
28.61141109397276,77.21623870879372,93,23.656661867431996,759.7871345289495,Suspicious
28.610540873148604,77.2161558284535,110,22.909753749217636,792.7038542227143,Suspicious
28.609404478657886,77.21654049609153,92,12.809117676267645,889.9981663164112,Suspicious
28.60843444752822,77.21709175101805,57,6.068504699428425,996.6012818461799,Suspicious
28.608748212501887,77.21625775723287,106,24.689791756389678,910.9591414045382,Suspicious
28.608292606977585,77.21622535326479,113,17.751162351222618,941.0478184969281,Suspicious
28.60898175156277,77.21636056944848,60,21.027138089282378,902.9586437096126,Suspicious
28.60849358543315,77.2155241915623,60,21.650032150869574,875.309701131374,Suspicious
28.609678246376593,77.21575112595374,106,21.427087826035876,809.2436234855488,Suspicious
28.610429598552948,77.21507794601625,87,21.784240603225392,708.0086180750687,Suspicious
28.61123186027108,77.21488771507633,65,21.369100518179163,647.3102809825982,Suspicious
28.610970787333226,77.21387175399461,120,17.163830918438574,576.5461683482473,Suspicious
28.610721864422725,77.21325352466873,87,11.22684428349714,545.0863330840169,Suspicious
28.610952762819416,77.21365363339625,60,12.800817081510164,560.2086971791816,Suspicious
28.610620540569077,77.21400309725561,75,15.07077197816939,609.5263811077966,Suspicious
28.610102976091827,77.21329068127068,96,11.825413016735611,594.2905025288386,Suspicious
28.61077657523588,77.21230380294844,78,24.782537310543432,473.53312231539826,Suspicious
28.610685510404522,77.21326064896438,95,22.450991778942612,548.2279889191934,Suspicious
28.609744797538454,77.21318927337234,99,13.381451590145288,616.395041326549,Suspicious
28.6088742622534,77.21223523213907,88,8.51219725601708,640.595971028056,Suspicious
28.609058990607664,77.21266848279748,73,18.619327664414648,645.4334512592067,Suspicious
28.608342920968845,77.21225487274847,72,11.782375407668773,693.290825229449,Suspicious
28.60736013380561,77.21338192735062,87,11.210703582258486,842.0288109815885,Suspicious
28.608406145389782,77.21273361550313,82,21.202823835793524,709.9801812911721,Suspicious
28.60742738871924,77.21261118482039,60,22.438218700602327,799.584365664105,Suspicious
28.607987927374733,77.21310437426102,92,13.191285260434372,768.4148188885122,Suspicious
28.60713833962949,77.21291528275195,108,11.394611051072543,841.5554514197775,Suspicious
28.603964393665144,77.20077938859538,87,10.907465410597561,1363.439778883739,Normal
28.60350316789619,77.20088326132445,66,19.748328245948752,1399.259584771153,Normal
28.603207743880244,77.20130525513841,76,21.866045510343156,1403.7916404101882,Normal
28.603037972645637,77.20109088109925,62,9.13181249330796,1430.9357104510427,Normal
28.602680331721064,77.20095140002175,109,10.562026090463482,1471.6908573301166,Normal
28.60258395795473,77.20070481916441,56,20.5268140354966,1493.6873065103116,Normal
28.602815808892974,77.20069184323499,63,13.320508807886256,1472.8776435808852,Normal
28.602359162038113,77.20106245681878,61,22.006170418966306,1496.2228400538581,Normal
28.602106932309418,77.20062225449453,67,7.145921880221129,1542.62035723725,Normal
28.602252443193755,77.20053283759529,67,7.247829463387479,1533.6846210507158,Normal
28.602208278796084,77.20053417812954,97,5.218091461881307,1537.7362230326564,Normal
28.60197394602376,77.20012363540589,66,19.738833768608245,1581.3662049436748,Normal
28.601766227484454,77.19976247091228,85,22.28986987041257,1620.088683709714,Normal
28.602118522949237,77.19967736663394,87,6.420021803137203,1592.5783624034414,Normal
28.60237948893633,77.19988071769514,88,14.919993951257208,1557.4777123955655,Normal
28.602366013095423,77.19993347426852,115,21.489468986201317,1555.7556201724306,Normal
28.601903381269892,77.20035729892854,99,9.221331381143392,1575.5306735762297,Normal
28.60169118243693,77.2007567622487,69,18.83039545024929,1575.076271378015,Normal
28.601390394879076,77.2008053144493,96,24.785356839813435,1601.423647377796,Normal
28.601639451425054,77.2010470735092,51,13.059144989979853,1565.7064091218551,Normal
28.601868117933165,77.20086472717304,56,9.17655096001113,1552.825257901576,Normal
28.602071331464927,77.20083610895216,53,16.842402074172227,1534.9816717449637,Normal
28.602381972484107,77.20132255015209,98,17.390333995610977,1481.0038635424416,Normal
28.60245565018064,77.20149498283834,120,23.795462626660864,1465.4517608746294,Normal
28.602420782947412,77.20177293115884,84,11.81448189728153,1455.4029391218119,Normal
28.60259520482604,77.2015654917144,111,21.759013755338977,1448.6118050236144,Normal
28.602814018154195,77.20139982552101,70,9.081210308029386,1436.0085386239825,Normal
28.603282087198334,77.20097489560106,90,24.89224182682236,1414.5128870781655,Normal
28.603653131321334,77.20095081403679,109,10.327968534076053,1381.830057749628,Normal
28.604061254592917,77.20063057803755,96,22.397230549705498,1363.4719716980376,Normal
28.603734475985327,77.20083083373959,109,21.797974560758668,1381.184935170214,Suspicious
28.604706543437388,77.20131570595488,61,11.201717977078962,1266.0925958294347,Suspicious
28.604155918759137,77.20180195805537,92,9.19340143609072,1289.129244660597,Suspicious
28.603623327174095,77.20087238495476,107,15.55060522617027,1388.921887246015,Suspicious
28.60382378708882,77.2007244673788,115,24.43347423307359,1379.201702971624,Suspicious
28.604224488289503,77.19953242343347,62,20.295648717560415,1416.7903260043443,Suspicious
28.603341105381265,77.19981403363835,106,14.900304520539045,1475.3343739274853,Suspicious
28.602197548220794,77.2002619064294,57,17.734010440576828,1553.229904018905,Suspicious
28.60236293531473,77.20006710110034,80,5.973855821788643,1548.6253294197995,Suspicious
28.6029925971217,77.1999868344146,91,15.582077172102654,1496.13649630644,Suspicious
28.603485054008353,77.2009762644435,114,12.834974255965822,1395.7790063192056,Suspicious
28.60268244463503,77.20113888521088,50,24.8990956052357,1461.765704247291,Suspicious
28.60348254069685,77.20216596756538,89,11.315285081795352,1334.0758470347032,Suspicious
28.60392268801889,77.20229144572103,93,6.508304119782149,1285.7837295487827,Suspicious
28.604441761074682,77.20109270981422,102,17.29515248062814,1302.655617974506,Suspicious
28.604157276293073,77.20182502454523,52,22.613792875668473,1287.7724841181468,Suspicious
28.60361894187103,77.20130636985057,90,6.823592216053182,1365.4789198987205,Suspicious
28.60446601392103,77.2001322775137,69,8.507228482301405,1358.4532159280604,Suspicious
28.603267234701594,77.1999743189644,114,20.95018827893866,1472.3851909897662,Suspicious
28.604156428022932,77.20082901149549,78,21.573320153471087,1343.4163072889007,Suspicious
28.604927613963227,77.20064907980301,52,19.845689130058467,1286.8218578477852,Suspicious
28.603838012032018,77.2012871462699,80,11.753320452142903,1346.3372732578716,Suspicious
28.604703427939157,77.20159653695448,55,10.743796226094615,1250.2657399023533,Suspicious
28.605799316600805,77.20277260352756,53,5.580377837923813,1084.8877699760737,Suspicious
28.605690509003345,77.2038725249051,86,9.322284472252974,1038.9005237103588,Suspicious
28.605706288352074,77.20453575867565,75,12.601575099281712,1007.6132996061542,Suspicious
